patient_id,first_name,last_name,date_of_birth,age,gender,address,city,state,zip_code,phone,email,ssn_hash,registration_date,is_deceased,date_of_death,chronic_conditions,is_phantom
PAT000254,Felicia,Ho,2008-08-30,17,Other,0562 Pope Inlet Suite 007,Jenkinsside,MO,34454,950.515.4433x67402,snyderjennifer@example.net,b9d5ec89c6063d15b0ef06a85322250d123f29c88e73297d343e3d0580dd9c84,2023-05-02,False,,[],False
PAT000255,Stephanie,Jackson,2016-06-20,9,F,81481 Benjamin Flats Suite 214,East Ravenchester,IA,54850,001-313-828-5704x30557,robertgarcia@example.com,5a6f909f37a7409841fe6d1259d30fe1d7562cc9f1f3e2ce12346c7da4c361e8,2021-01-24,True,2024-04-15,[],False
PAT000256,Rebecca,Lawrence,2024-12-07,1,F,35688 Lisa Ways Suite 294,Port Russell,MH,88864,(800)804-5405,jim05@example.net,300cce405fc9b2ffdc6674761385890f725d3016fdd2dcf00062e52c4f61bf20,2024-10-15,False,,[],False
PAT000257,Katherine,Wilkinson,1944-03-24,81,F,97204 Soto Squares,Davidmouth,MP,48606,291.323.9190,westnatalie@example.net,1c3bba399e8658c09e3f2656d853151a63898d096377ead12c1092bde8b16805,2022-07-31,False,,['hypertension'],False
PAT000258,Rhonda,Bernard,1959-11-08,66,F,417 Smith Burg,East Gregory,AL,56151,(226)681-4804x6498,william17@example.org,e0917c40131e964b77b72d8561d39730a37470d983adc290915b7debd627c4a6,2021-06-23,False,,['heart_disease'],False
PAT000259,Julia,Russell,1956-12-15,69,Other,6058 Williams Ridges,Cherryview,NE,39241,428-330-5203x726,uwilliamson@example.net,4f46530f6d6c129349446dda62f7de2c2c5a318043fe63a0ea33c37a66726945,2023-05-01,False,,['hypertension'],False
PAT000260,Melissa,Cardenas,1969-05-09,56,F,3985 Vincent Estates Suite 357,East Johnny,NM,51446,(672)816-2962x907,wwhitehead@example.org,ee3dcc18e702c74507fd84b59dbc55240df6189d45f0429ddc36ff255364a894,2024-08-17,False,,[],False
PAT000261,Holly,Jackson,2025-07-02,0,F,25143 Pena Courts Apt. 486,Aprilstad,NC,82805,+1-882-486-1249x382,amy93@example.net,1fedd18723b11faa69ca9df40ee3b09c3146b7a8cf501a7601d612377aca263b,2025-09-08,False,,[],False
PAT000262,Angela,Holland,2002-05-02,23,Other,363 Amanda Trace Suite 908,Eugenebury,CT,52651,(526)590-3660x4131,natasha30@example.org,e3c186953c24eea20603d4ccbc99f86dbb8fdf8d341b22431b54e16cd63206c2,2021-06-23,False,,[],False
PAT000263,Stacey,Morse,1982-06-10,43,F,529 John Island,Nicholasfort,WV,09805,4466998262,zleon@example.org,861685c91f8a65effda4d3eb8543c3752a44e6d3d375d7e95454c030110f0e79,2021-02-28,False,,[],False
PAT000264,Gail,Johnson,1996-10-01,29,Other,594 Choi Land,Crosbymouth,MH,04170,001-240-665-4254x429,heatherhunter@example.net,1f2db9e976d95a29764f9eff67a75e843cd65a5c593209e49c7e0e6695e1e0e1,2021-04-08,False,,[],False
PAT000265,Krista,Harris,1999-04-11,26,Other,676 Whitney Fields,Port Stefanieborough,TN,88755,001-689-924-2736x360,vazquezkyle@example.com,9001983465dedf6adf29f2c06637413a15e259811826e95a96b05fddc937987c,2024-02-09,False,,[],False
PAT000266,Omar,Bailey,2015-12-06,10,M,64663 Latoya Islands Apt. 046,Davisshire,MH,32119,(203)314-2123,rebeccaphillips@example.net,193cc2943df36d09e75d418b1c8876106989c70e51926750adc5e17896a2fca2,2022-07-08,False,,[],False
PAT000267,Michael,Morgan,1980-12-27,44,M,2431 Sue Manor,West Ashley,TN,41199,+1-959-684-7577,megan79@example.org,c11fabfb49b525bf27609925eadcc706c52ce01e1f16b3756f3db128c2dde0b9,2024-04-22,False,,[],False
PAT000268,Wanda,Nunez,1957-02-15,68,F,12628 Oliver Ports Suite 016,Scottmouth,MH,53511,550-716-0542x03226,derrick21@example.org,e47fea28766944dfd16ada0a0990c302ff1f4b6a3943c28bab65bb10bb18577a,2022-11-24,False,,[],False
PAT000269,Bradley,Jackson,2023-12-20,1,M,3985 Vincent Estates Suite 357,East Johnny,NM,51446,+1-883-622-5018x3622,woodsgrant@example.com,e0ac8d88215d07960ef8db45f62a033f082e26d3555f0c749a555c255793f352,2021-07-03,False,,[],False
PAT000270,William,Huang,1952-06-20,73,M,41690 Jill Wells Suite 868,West Jamesville,GA,62469,(862)766-5026x845,daniellejames@example.org,0cb206ccea3863e0eaf83efda3cb34874db4c2560444bfca68c825071bfa81df,2024-05-23,False,,['hypertension'],False
PAT000271,Melanie,Hernandez,1956-02-14,69,F,2779 Bruce Locks Suite 230,New Brittanyshire,AK,78138,689-349-0989x0270,qgriffin@example.net,5525a79676ad06ad1f4b89c8903b6d27844e8c44bd267ea400f81f4879b70cf6,2024-03-29,False,,['diabetes'],False
PAT000272,Debbie,Robertson,1972-09-09,53,Other,30500 John Prairie,Huffmanchester,MO,66897,803.612.8242,jacqueline97@example.org,fe7c98580a2012781065c3ec6ab3a67e31c70527da1e21aa1f6a072c979c5803,2021-07-19,False,,['hypertension'],False
PAT000273,Kimberly,Gutierrez,1989-08-17,36,F,828 Ashley Locks Apt. 179,Haynestown,LA,86789,(974)677-3070x91968,ipowell@example.net,e4cbe48fb3022c899bb56eabe8a6f88b9e63be7a64f3a96c5e76ad3b7f5e7e8a,2025-07-16,False,,[],False
PAT000274,Carolyn,Guzman,2016-02-29,9,F,36900 Pennington Motorway Suite 817,Greenefort,MI,67406,538.629.9427x125,byoung@example.com,83b48470ea9ab4513b43d3b5805f9db81bdafdc45f66dd76a836ef816d6e56ae,2023-11-24,False,,[],False
PAT000275,Charles,Martinez,1979-11-13,46,M,7883 Clark Isle Suite 046,East Christina,WV,15533,+1-256-877-8865x7332,emilyeaton@example.com,c9dbd066814baa0a71e5bceca5c59910b78fdef04fa938c999a67ad1d4b02bd2,2021-05-31,False,,['diabetes'],False
PAT000276,Jonathan,Griffin,1983-08-16,42,M,7992 Wilson Lane,Danielfurt,SC,71675,216-278-9608x78665,amber36@example.org,200e5644b67ae1f2389741cdd03990816173991fcab25bbf57672c4455b7ce55,2023-10-22,False,,[],False
PAT000277,Lindsay,Obrien,2009-09-05,16,Other,42813 Jessica Haven,West Chelsea,FL,67663,+1-882-547-7607x194,olsontravis@example.org,e38ffc0903e3e9cd80b96e6fc633b490c6f1d0a88bb34debef97e43239a4b747,2023-05-12,False,,[],False
PAT000278,Joseph,Palmer,1935-04-08,90,M,66118 Michael Roads Apt. 455,Loganland,MP,06663,(598)552-7602,mathewwatson@example.org,35f79ba2e0faac221265d07e3981027476371afb04ec1bef7a106d8ab5c8ed3e,2023-11-29,False,,[],False
PAT000279,Larry,Perkins,1976-06-28,49,M,7269 Green Burg,North Ian,IN,21753,001-239-910-6183x33546,brandy93@example.net,d4548bd4ff6fd0950342bdd4f1d33f30f7c4c772403709cf27665ae230c458c0,2024-11-06,True,2023-12-25,[],False
PAT000280,Melinda,Raymond,2016-03-22,9,F,85557 Miller Extension,Carrilloville,VT,34368,(832)635-3464x34047,lduke@example.org,55fe44ad538a323ae683fc47a13ff224507fa85f3b642720e025de2f12287cdc,2024-03-25,False,,[],False
PAT000281,Destiny,Peterson,1964-11-19,61,Other,57207 Nathan Plaza,Holmesburgh,MT,64096,001-206-878-4998x56819,cwebb@example.net,1f6c253ff216003cf1c7e922eae242de1b2bbf2a8b86514c03be903503761a99,2021-12-12,False,,[],False
PAT000282,Joshua,Diaz,2000-07-04,25,M,7269 Green Burg,North Ian,IN,21753,(221)202-7569x395,boltonjames@example.org,c6b5365cd1d0ec7bcada7f3e5d036aaeac88ee5fae1f419f03cc3ee0110a182d,2025-09-17,False,,[],False
PAT000283,Sean,Smith,1946-11-25,79,M,72410 Harper Crescent,New Kristinmouth,HI,23104,427.434.7833,tina24@example.org,b68f14d84e41059f7d402ad41e5aa175508e68a3704fb8380c33bef1cf8fd1e2,2023-07-10,False,,['hypertension'],False
PAT000284,Adam,Gomez,1993-02-26,32,M,744 Brett Lodge,South Alexander,CO,69897,331.868.5606x612,amber72@example.com,9d71c5b3560bb3ebea7f9f05e2758bdc4e1d4c767cec9fc9a83ee0ae3937263e,2025-04-05,False,,[],False
PAT000285,Angelica,Moore,2011-01-13,14,Other,166 Donna Divide,South Shannon,IL,75514,+1-320-640-9208x86794,whitedaniel@example.org,1b80400740d47558d866fdff37280ed2326401183fc0b3625f70e6e159ce035b,2021-10-24,False,,[],False
PAT000286,Madison,Adams,1965-12-14,60,F,0033 Briana Burgs,Bradfort,NE,66594,8295760792,benjaminburgess@example.com,25c83de07f99169ed9ca68710c97222a26fd1d9bf3f42e69d955b19034adcf82,2023-01-16,False,,[],False
PAT000287,Brianna,Phillips,2024-11-20,1,F,378 Henry Ranch,South Michelle,OK,08798,(564)455-7084,brooke83@example.com,480714c4f11b28325425afd7642542af8d593f1c9873f224b28b4e71ca60c4e2,2025-07-07,False,,[],False
PAT000288,Dennis,May,2000-01-20,25,M,5857 Williams Streets Apt. 783,Jessefort,MD,95348,892.691.3560x797,cunninghamrodney@example.net,4f2e90a798ef6fba25f6ce3e4a54ae3c036ddee02ba344a336e4a7d9155677a6,2021-03-23,False,,[],False
PAT000289,John,Daniel,2001-01-11,24,M,1824 Marilyn Corners,Brittanyland,CA,11243,+1-491-704-8000x09108,esteschristopher@example.net,6f88f4e42d3514a739bfc190727395da8284af9559b2de0f55dd783a14b80891,2025-06-17,False,,[],False
PAT000290,Jordan,Peterson,1952-12-29,72,Other,669 Sara Brooks Apt. 396,New Marvinport,MO,09196,+1-511-951-6702x21207,kmata@example.org,44bc6d564b76733bf4cc7439d2d90278dcc83bbc6ddd073aaf1971920b3fbb03,2023-05-25,False,,['heart_disease'],False
PAT000291,Lisa,Mcguire,1971-12-11,54,Other,35890 Love Plains,Clarkside,MD,62387,001-581-842-8694,daisy23@example.com,671000d3ffd46e2f0b2e88ad59a4891d3aff403d10f35c37457b1352fb528067,2022-01-07,False,,[],False
PAT000292,Jermaine,Jackson,2009-05-15,16,M,5857 Williams Streets Apt. 783,Jessefort,MD,95348,001-310-415-0779,kari84@example.com,414b40c3c04b34d0993a9e3167338147617b1cb69a0320a39139fe34bf800064,2023-01-27,False,,[],False
PAT000293,Donna,Edwards,1962-04-15,63,Other,699 Hamilton Creek Apt. 254,Heatherhaven,TN,22143,851-441-7934,keith17@example.com,e03c8c040da1f71793c9c6733a8771b5436b52388cc56aaec09a247ce0ccc0ae,2025-10-23,False,,['hypertension'],False
PAT000294,Joe,Sanchez,1976-04-18,49,M,1824 Marilyn Corners,Brittanyland,CA,11243,(574)814-0172,jonathan52@example.com,1cadb3006a3e919b1ff1766f71dbf48d39c1c0e5580c870d060e7193e26888c5,2025-01-24,False,,[],False
PAT000295,Jessica,Rodriguez,1947-09-13,78,F,842 Bryant Shoals Suite 943,Marissafurt,NM,63090,345-545-3107,dwu@example.net,84a36878d75b489e2c1cec116b71f6a53e8e74ebda2c9261a6bc6192543fbb8d,2021-10-20,False,,['hypertension'],False
PAT000296,Julia,Dixon,1942-08-19,83,Other,80491 Foster Stream,Pooleburgh,IA,47713,854.601.2518,shelbykidd@example.net,18169e94d22ddbea61db7a660632356674657e7092a8cd5959b58f3cdb4323b7,2021-03-21,False,,"['diabetes', 'heart_disease']",False
PAT000297,Garrett,Atkinson,1973-11-17,52,M,81170 Leonard Brook,Armstrongburgh,RI,73661,604.813.3416x2844,blevinsbrittney@example.com,440470c9d68c1bf8b4e809338285974b0d04c5eec3957f6584a273e74adf5675,2025-07-14,False,,[],False
PAT000298,Kimberly,Flynn,1995-08-06,30,F,1722 Ortega Junction,New Harold,UT,57462,001-964-590-0969x280,craig70@example.com,9cee2ad02cbc282db20b2c7b0745ba5c708cde68fa62714e948a577ac2459b87,2025-06-12,False,,[],False
PAT000299,Jennifer,Allen,1986-08-09,39,Other,24967 Lisa Ferry Apt. 506,West Tarafort,SC,02395,001-756-384-8008x44716,bryanthomas@example.org,23ab55a4c6583116cedccd34e1025c6d48d33065f708bf8e373716bf38c00efa,2024-02-15,False,,[],False
PAT000300,Melinda,Davis,1942-05-01,83,F,40550 Caldwell Crossroad Suite 232,West Christopherport,RI,22035,212-995-3251x92295,moralesbetty@example.com,bd32da24ca6f0deb617162129ff85c465fc295ce1d1934cb421c127a932c804e,2022-03-08,False,,[],False
PAT000301,Yvonne,Robinson,1944-09-22,81,Other,39545 Black Freeway,New Aaron,UT,49128,(338)645-1382x70737,theresa26@example.com,f701b7012a16004e7edfb5bb947469aa05b82c0ceff3093215ff20193cd3fdec,2023-10-27,False,,[],False
PAT000302,Henry,Pineda,2018-08-23,7,M,571 Potts Key,Allisonshire,HI,18444,001-845-826-0809x005,sanchezshaun@example.net,f06c101da9309469ea27255d4bb845e886a96b28b3b55211a08d1979e7ae5b2f,2022-05-24,False,,[],False
PAT000303,Victoria,Murphy,1993-07-19,32,Other,91737 Meghan Village Apt. 922,Johnton,ND,27979,001-833-739-3684x4659,olivia62@example.com,47ce1234fa1f96d4ad736a7c3581ad0080fda86bb67a214385abb06ff201f543,2023-05-24,False,,[],False
PAT000304,Kevin,Tyler,1967-12-11,58,M,40550 Caldwell Crossroad Suite 232,West Christopherport,RI,22035,804.648.9860x8671,thomastraci@example.org,4a300ede1fab3fada3e5b7f31a06390f20f15bed6fbf3c52591c5927502bdfcc,2024-06-09,False,,[],False
PAT000305,Sarah,Johnson,1953-08-15,72,Other,40550 Caldwell Crossroad Suite 232,West Christopherport,RI,22035,(773)873-8141x94568,xfranklin@example.org,bb7379a79ad3d6df97ea2a6fde34cc6bc5a04e778e3413b1e0bee9299c8b2e6a,2025-03-28,False,,[],False
PAT000306,Katelyn,White,2017-01-14,8,Other,93910 Johnson Route Suite 019,South Rachel,MI,90866,001-297-421-2008x86494,gmanning@example.org,7617abcae3d96d4b11f7084f05e567b82457d9d42504eef5f713d31f95d2bfbb,2023-12-12,False,,[],False
PAT000307,Stephanie,Morrison,1964-11-01,61,F,75548 Jones Passage,Dennisshire,IN,07725,728-951-6722x395,xbrooks@example.net,249f692c13cdb4f7bb1059fbc23fe8f93d907119148b465b54ea9b095502b839,2022-01-06,False,,[],False
PAT000308,Jeffrey,Roberts,1940-04-05,85,M,8888 Tyler Streets,Russellland,HI,60908,624-459-1164x3052,margaret92@example.com,b1a9fc68af59a2bf3b6e4a5fee3c041f10eef57ca32575137fcb25762e2dad48,2025-09-29,False,,[],False
PAT000309,Denise,Mccall,1993-07-27,32,F,67648 Zimmerman Gardens Suite 426,Port Kelsey,MS,94348,948-915-7218x7179,catherineharvey@example.com,824180899a429c2cc7f00228d5c83e05436663b2268597ed46010e463a29ff10,2022-05-10,False,,[],False
PAT000310,Emily,Aguilar,1962-05-12,63,Other,4538 Jeffrey Landing Apt. 948,Jonathanmouth,VI,70423,997.419.2779,iolson@example.org,4fccda9a8148083cf0744a0ef8954e24c3d4397d9c8634db829d2c40749e3968,2024-05-26,False,,[],False
PAT000311,Nicole,Blair,1963-09-10,62,Other,428 Tyler Ramp,Pamelafurt,WV,33524,(980)960-2262x3239,yjohnson@example.org,578a6a02e20b16e4829ea474baa61bf571e5e924df72c87d0840b8a45c80751b,2023-09-22,False,,[],False
PAT000312,Stephen,Hunt,2017-04-03,8,M,428 Tyler Ramp,Pamelafurt,WV,33524,+1-783-974-5246,onelson@example.org,3b29affc9a5030dc8052890070faea28fb71b54e8eafbc8e28331cfdfcb5c737,2021-03-28,False,,[],False
PAT000313,Dana,Welch,2009-05-29,16,Other,662 Snyder Court Apt. 651,West Cory,KY,41789,2148064251,dylan46@example.org,9534320314021fc0e8a1b20bb38fc5feecf62796b0793117f6b82b1116e5c33f,2021-01-16,False,,[],False
PAT000314,Michelle,Thomas,1981-10-27,44,Other,75138 Christine Camp,North John,OH,67089,443.665.4751x21196,morrisonrichard@example.net,3148ed1fa23e2f50680ff3958019fb5d0248361ca68a26872cec6728c5d4824b,2021-04-06,False,,[],False
PAT000315,Rebecca,Martinez,1962-11-06,63,Other,296 Moore Port,South Ryan,OR,14897,716.441.2773,brittanywilliams@example.org,2f1f5959e3901ee4684de08d85e2e4a97b1397866880c327be54766ea0f132a6,2021-11-02,False,,[],False
PAT000316,Tamara,Townsend,1972-05-17,53,F,88855 Michael Isle,Masonton,GU,21279,+1-653-925-6559x38650,yyoung@example.com,6e88576508c60e44bbcf872bcad032a8f49fec08148eba1d5088e5b4081d0994,2022-05-23,False,,[],False
PAT000317,Bonnie,Andrade,1968-08-30,57,F,4196 Meghan Course Suite 702,Douglasburgh,FL,98269,787-870-5448,krivera@example.net,f92ce102e6f02622994ffb33aa8f3c5cceced2a9f1ae80bf9b3035a8c0c5daee,2022-08-21,False,,['hypertension'],False
PAT000318,Stephanie,Gonzalez,1935-01-07,90,F,64036 Patricia Vista,Angelaborough,MH,78075,872.402.0666x1093,davidjones@example.com,18df7178a3845e4abcd2c763fb920b7b24a5ca0d84201028a4a0d4138db558df,2023-03-18,False,,"['diabetes', 'heart_disease']",False
PAT000319,Rachel,Brown,1987-12-05,38,F,7462 Troy Cape Apt. 647,Shannonberg,OH,16184,479-909-3962,xsexton@example.net,4724e7e97655665440f8121b45d00cf5218921a4023f7543ae5d24112a9a097d,2024-11-26,False,,[],False
PAT000320,Alexis,Cooper,2021-03-29,4,Other,66555 Benjamin Locks Suite 691,North Michaeltown,MN,54968,001-786-462-5321x3872,xnichols@example.org,86f36c9d92a179a5894868cf004fcc23e25e9844709b03d5c3cd69c1ee213650,2025-04-16,False,,[],False
PAT000321,Brittany,Ferrell,2022-02-04,3,Other,8625 Susan Fields,Calvinbury,NV,37317,(381)966-8175x6348,debbie01@example.net,e1b659976b428d01bced6ba3325f31ad6920582e19e13fba47c56c547d925910,2025-01-21,False,,[],False
PAT000322,Tyler,Reid,1996-05-23,29,M,70258 Villarreal Turnpike,Samanthaburgh,WV,53277,961-500-7178,davislaura@example.com,28fbda16321476de46ed320b36927f5171b6ddd1218fecfa4425b6cc71b621a8,2023-11-21,False,,[],False
PAT000323,Nicole,Thomas,2018-07-13,7,F,4196 Meghan Course Suite 702,Douglasburgh,FL,98269,449-555-8300x4979,kpeterson@example.com,69cf09a4f1862a29ba21a674194d9916e7615daefcb274370fb06d0e06091c43,2024-04-30,False,,[],False
PAT000324,Kristina,Roth,1948-01-23,77,Other,094 Foster Glens Apt. 532,Leachshire,MO,08806,575.960.5992,rfrench@example.com,ea9755087850357b154a352a54a1bb9a8ee43cb045044cc6eb73dd4a7ec1c570,2020-12-10,False,,"['hypertension', 'diabetes', 'heart_disease']",False
PAT000325,Brenda,Rodriguez,1952-08-15,73,F,4716 Amber Landing,Port Aaronport,VI,81672,9378531123,shellypatton@example.com,ae9e4264ad0abd2432814b8b49407ec3bb1ce4d3e417227d873c654739e5c5f6,2024-05-01,False,,['hypertension'],False
PAT000326,Rodney,Hernandez,1979-05-09,46,M,05280 Dodson Plains Apt. 998,South Timothychester,VI,06550,215-720-2556,edward10@example.com,e4e0d7e5557cbfeaaf9abde6c038cc138807ac5a29be2a458f92e8fdf946b4b9,2023-10-19,False,,[],False
PAT000327,Monica,Lewis,1954-10-06,71,Other,9190 Blackburn Spur Suite 169,Lake Megan,LA,02017,001-411-815-7764,wmoore@example.net,657e4e2d3427f551cf6d6072cf021cbee7b809599042e4198a9921b35a924142,2021-05-06,False,,[],False
PAT000328,Christopher,Cooper,1960-01-09,65,M,0367 Lawrence Falls Apt. 804,Carlton,CA,36351,(415)781-5049,diazharold@example.net,72a3a66e423ecc9d46fb68c5a15c5e77ea086239d63cc1af8c5c763b6eff4477,2025-02-23,False,,[],False
PAT000329,Olivia,Hamilton,1995-11-14,30,F,90939 Hubbard Rest,Lake Sarah,PR,05995,(403)724-9088x8618,reynoldsethan@example.org,fe060aca6bc4d4d6928d1adccd200e83a9a7844b19015ea991b079643439d308,2023-10-22,False,,[],False
PAT000330,Dalton,Anderson,2016-05-01,9,M,086 Nelson Key,New Christopher,AS,25880,001-408-768-4175x5357,yjones@example.org,9bcf694b0ba91c2a52cd5c40efe45f097c9b138683000b97c0c3a042adf81481,2024-10-11,False,,[],False
PAT000331,Rebecca,Perez,1945-06-16,80,Other,41938 Wright Via Suite 301,Port Michael,ND,34878,001-210-468-7806x353,rodney80@example.com,04eabce41b19138b5c7a3f2ce2b98bd5eac2885cd5476f2d94f1a0668994797d,2023-02-25,False,,['hypertension'],False
PAT000332,Kelsey,Marshall,1955-02-13,70,F,8798 Wells Trafficway,New Brenda,IA,52010,509-656-0219,joshua07@example.org,eb01d17cefb2c62c17ca19ae5ca75e62ea1cc485299e3248c7b436ffb27f8c1f,2023-04-13,False,,"['hypertension', 'heart_disease']",False
PAT000333,Dana,Murray,1947-11-10,78,Other,58075 Aguirre Corners,Amberstad,HI,34156,300.379.8315,robinsonrobert@example.org,04d4b4e4f4318a77bb516a33be6f6dcaec1ae12c4378a7639ac0a1feaa58b5e2,2024-05-10,False,,[],False
PAT000334,Emily,Martin,1945-01-04,80,Other,1658 Zachary Mills Apt. 035,Cassandraview,ID,87171,001-416-555-2975,kathymassey@example.com,d4bf66a5152df22003bf4579618832385583b9e71533cdc500f3f69dc19f2012,2022-08-30,False,,['heart_disease'],False
PAT000335,Kelly,Nelson,1984-01-30,41,F,262 Johnson Path Suite 466,New Jennifer,HI,11306,(946)623-9544x03546,rowlandwilliam@example.net,25e76fd1c5c3531a4c4a35b53f8e47b20d23c61e156a447a22971c913ed82c4a,2025-12-01,False,,[],False
PAT000336,Daniel,White,1944-07-05,81,M,5441 Jennifer Terrace Apt. 555,Carlaview,DE,53133,218.863.5088,morrisondavid@example.com,453ec25190ad3c213fc71a76f6c021e156ccbf4763dc096b661a866b781a6f87,2021-03-23,False,,[],False
PAT000337,Melinda,Wilson,1971-01-04,54,Other,1603 Michael Stream,Port Brandon,WI,94139,(586)559-4106,vdowns@example.com,d6e7467935eb1c8bec644620bccaa5f6a4f9fd16a8fb8f1706c6813c49f19bdd,2022-10-24,False,,[],False
PAT000338,Logan,Watson,1980-08-19,45,M,3290 Peter Mountains,Jonesville,NC,23671,397.289.7044,ogreen@example.net,63870c8829fe5491d4965c3009878bfa0784583f6bc0c10dfbf23b845cfc8d13,2023-10-11,False,,[],False
PAT000339,Manuel,Wilson,1984-03-31,41,M,862 Patterson Passage,Stephanieshire,AL,90680,(257)380-6977x1890,amandawilson@example.com,0eb5434cd6bc9325a47ad14e0a517c1c15eec83df46b1e51dcf7d31ca84d7084,2023-12-01,False,,[],False
PAT000340,Elizabeth,Harrington,2019-04-01,6,Other,64078 Anderson Groves,Stephenshire,SD,98275,464-912-4315x789,sean06@example.com,7a1b7b2c586b6e4525112e7e3932ac6d9c2ba8d5a4b3e17849bfb9f8253313e7,2021-06-17,False,,[],False
PAT000341,Nicole,James,1998-09-07,27,F,88989 Dominguez Manors,West Joseph,VI,53596,736.474.2606,laurie52@example.net,9d7b82cf0299a7e837054ceddac3287f91fadd4aa9b64f9cbdc61d6c9dd05fa1,2023-11-07,False,,[],False
PAT000342,Sandra,Christensen,1978-12-02,47,F,825 Kelly Greens,Melanieview,MP,52836,3554968555,meyerlogan@example.com,e159e0b4a7567d70b895cf1119bdfbbfb81d55a751c33694bfa4b1bbc96975c2,2024-11-27,False,,[],False
PAT000343,Kayla,Thompson,1986-09-17,39,Other,15332 Michael Fords,Thompsontown,DC,41340,+1-559-947-2085x30483,fcurtis@example.net,d5d53d113d9083202f7501eee9e422e6c1241bc247ac8b3e38bcdd3891706740,2020-12-31,False,,[],False
PAT000344,Ann,Bender,1943-09-15,82,Other,789 Joseph Ways Suite 580,East Rubenfort,WA,09799,+1-353-459-2491,jill75@example.com,456f38c28dfad6e1c4ecfd10dbd5a524b7f7232ccfbf95da52744f1892571bdf,2021-12-04,False,,[],False
PAT000345,Scott,Powell,1969-09-07,56,M,51393 Amanda Expressway Apt. 812,Russellburgh,RI,40617,214.747.8109x487,kristi79@example.com,8f4f5d45e42254f2023a2c3f4118f1acc06c59bd209f721a4c7bb8a38964ac5f,2022-02-13,False,,[],False
PAT000346,Madison,Miles,2018-08-17,7,F,41785 John Villages,New David,TX,30189,920.255.6128x6227,sandraobrien@example.org,38b03c0bb19862777a6ac3a61bd07fbf55b94253be2db839289bb162a886a8ef,2025-01-20,False,,[],False
PAT000347,Shelley,Curtis,2019-01-08,6,Other,87190 Williams Burg,South Oscar,WV,33000,+1-827-431-7139x93857,gordonkevin@example.net,0f6d399565a2a5490df4e0a8051abc1ac03dcc5c0fe715e6c2ab01340092fa04,2025-06-24,False,,[],False
PAT000348,Kathryn,Kelly,1963-09-04,62,Other,4705 Russell Flat Suite 853,Ashleyfort,MI,65766,799.590.7883x087,wigginspatrick@example.net,4b3966943c0757e9cd3a2e76eaa36f966f548d8d13b2fbfe35a10e51e690fa95,2022-07-25,False,,['hypertension'],False
PAT000349,Robert,Nguyen,2014-02-09,11,M,82513 Tony Lodge,Lopezberg,MO,35691,844.513.0571,richardnguyen@example.net,63d9efabc78d7a90d0e8a72ed79861468b527c6e0e27100e7bcf34cf9b957413,2024-11-17,False,,[],False
PAT000350,Joseph,Young,1943-10-30,82,M,4705 Russell Flat Suite 853,Ashleyfort,MI,65766,(445)443-3066x51190,johnathan97@example.com,fd1a7b6674c28f2a8e0432bf3410ac2c14bb1254ad6b5a670c5cbaa89b2cbabb,2025-07-08,False,,['diabetes'],False
PAT000351,Nancy,Leblanc,1982-07-21,43,Other,0576 Moore Trafficway,Mannport,TX,05970,362.756.7675x73368,ritabarnes@example.net,7bcde5c0519fea4795a8a92a9a078e55f745c812aefab85e915767a1549d1147,2023-06-30,False,,[],False
PAT000352,Michael,Dunn,1970-02-22,55,M,086 Campos Keys,Lake Amandahaven,MA,58138,001-454-989-8177x597,angelacrawford@example.net,41bb510e6c4c8cf432532f78bc5d5803224c6a0fa61e7548f2b912f0bdc4c002,2024-12-06,False,,[],False
PAT000353,Tyler,Mitchell,1990-11-05,35,M,39907 Soto Brook,East Nicolas,DC,72072,695.807.3390,gperez@example.com,77c22747bf31ac1d50f3a5a3b9ede4f24372962b59b43b245adb88910fa2b7e6,2024-12-09,False,,[],False
PAT000354,Autumn,Walker,1978-10-10,47,F,48226 Sydney Walk Apt. 066,Bethton,HI,70071,989.692.0245,gregorycaldwell@example.org,fd0b191b9dc345cf5330b978059d0231c32d80acae1041c36b2bfad1a47458b8,2023-03-01,False,,['hypertension'],False
PAT000355,Corey,Garcia,1983-06-11,42,M,48226 Sydney Walk Apt. 066,Bethton,HI,70071,202-380-7560x821,luis30@example.net,b31d9b0ea1791a3b83bf9f1dbc72041ee8e0f31bf2657f62ad4a2d56c44d836c,2021-06-11,False,,[],False
PAT000356,Lynn,Ewing,1942-11-11,83,F,654 Melissa Park Apt. 989,Harrisonmouth,MS,36052,001-212-469-4156x5320,tracymorgan@example.org,2fdf2f9b0354771fb776a2a53cc444e92822994265f6b58e30ba51716150d742,2020-12-28,False,,[],False
PAT000357,Jeffrey,Brown,1994-03-23,31,M,4633 Kent Prairie Apt. 148,Johnsonstad,MO,98535,+1-826-624-4784,courtney88@example.com,d597cb60308ce4b0e42cfb8ed9b04484127076cd743d2d4996341a70de6bb187,2022-03-18,False,,[],False
PAT000358,Jeanette,Henry,2016-08-19,9,Other,04333 Amy Neck Suite 307,Lake Monique,OK,81933,369.295.7328x427,mercadobrandon@example.org,2491eedbf1d933d3d6da9098972118fb1ce8f22fd1ef1c151ef3b4b80b5bd6c9,2022-01-09,False,,[],False
PAT000359,Laurie,Vasquez,2020-01-28,5,Other,73151 Levi Lodge,Deborahport,MP,30159,4257238852,alicia71@example.net,4ee7f76fb13c629bf19f8f97199dd3dc491630ddf747fbfe0d2b3508a3ab9130,2025-01-28,False,,[],False
